Normal
2,1.0,0.0005078315734863281
3,2.0,0.0009610652923583984
4,3.0,0.0020525455474853516
5,2.0,0.0023109912872314453
6,3.0,0.003249645233154297
7,3.0,0.00420832633972168
8,4.0,0.007943868637084961
9,5.0,0.027718782424926758
10,4.0,0.015619277954101562
11,4.0,0.03211474418640137
12,4.0,0.025431156158447266
13,4.0,0.036670684814453125
14,4.0,0.034809112548828125
15,5.0,0.07200121879577637
16,4.0,0.06814837455749512
17,6.0,0.11074519157409668
18,5.0,0.09785294532775879
19,4.0,0.10094881057739258
20,5.0,0.13891148567199707
21,6.0,0.25025415420532227
22,6.0,0.3661651611328125
23,6.0,0.363006591796875
24,6.0,0.36170172691345215
25,6.0,0.4159407615661621
26,6.0,0.5176842212677002
27,6.0,0.582298994064331
28,6.0,0.6782665252685547
29,7.0,1.5378596782684326
30,6.0,0.9885907173156738
31,6.0,1.0466928482055664
32,6.0,1.4485180377960205
33,6.0,1.751796007156372
34,6.0,1.3820877075195312
35,6.0,2.217435121536255
36,7.0,2.8227171897888184
37,7.0,3.084808588027954
38,7.0,3.0581655502319336
39,7.0,4.60402774810791
40,7.0,3.734569549560547
41,7.0,7.676801919937134
42,7.0,5.586333990097046
43,8.0,5.959557771682739
44,7.0,6.641148328781128
45,7.0,8.167601823806763
46,8.0,11.745785474777222
47,8.0,11.505053997039795
48,7.0,8.083217859268188
49,7.0,11.033440351486206
50,8.0,16.930707216262817
51,8.0,17.417505741119385
52,8.0,19.829540491104126
53,8.0,22.54408025741577
54,7.0,24.842238187789917
55,9.0,31.127914905548096
56,8.0,33.03582143783569
57,9.0,42.67490077018738
58,8.0,39.991522550582886
59,8.0,41.044010400772095
60,9.0,51.08806920051575
61,8.0,51.34306788444519
62,8.0,70.83476543426514
63,8.0,48.85466122627258
64,8.0,47.58579111099243
