Normal
4,1.811981201171875e-05,True
8,1.7881393432617188e-05,True
16,1.1682510375976562e-05,True
32,1.9550323486328125e-05,True
64,2.4557113647460938e-05,True
128,1.7642974853515625e-05,True
256,1.8358230590820312e-05,True
512,3.981590270996094e-05,True
1024,2.0265579223632812e-05,True
2048,2.1696090698242188e-05,True
Bipartite
4,2.0503997802734375e-05,False
8,7.605552673339844e-05,False
16,0.0003082752227783203,False
32,0.0017399787902832031,False
64,0.008380889892578125,False
128,0.060877084732055664,False
256,0.4827289581298828,False
512,4.306250333786011,False
1024,31.763943433761597,False
2048,245.8595051765442,False
